# Portuguese CEFR Vocabulary Database (A1=1, A2=2, B1=3, B2=4, C1=5, C2=6)
# Word	Level
saltar	2
equipamento	2
bolsa	2
génio	2
primeiros	2
terceira	2
ganhou	2
colegas	2
kelly	2
crimes	2
ed	2
começaram	2
merdas	2
mesmos	2
caraças	2
explodir	2
amar	2
erros	2
definitivamente	2
muda	2
entrem	2
aprendi	2
violência	2
envolvido	2
condições	2
ponha	2
relações	2
chamam	2
sean	2
guardar	2
desaparecido	2
montanha	2
fraco	2
c	2
mensagens	2
méxico	2
emma	2
vêem	2
registo	2
penses	2
modelo	2
topo	2
william	2
prémio	2
vou-te	2
anjo	2
duvido	2
confio	2
chuva	2
bêbado	2
abby	2
venda	2
apaixonado	2
deixaste	2
vejo-te	2
ladrão	2
ciência	2
fizesse	2
pensado	2
irmos	2
deitar	2
pão	2
balas	2
york	2
cofre	2
torna	2
comunidade	2
pânico	2
recebeu	2
detalhes	2
social	2
ficado	2
casal	2
phil	2
mandado	2
falaste	2
califórnia	2
ganha	2
resta	2
perdeste	2
orgulhoso	2
aguenta	2
fecha	2
consciência	2
percebeste	2
saibas	2
pôs	2
passe	2
comportamento	2
arriscar	2
incluindo	2
estiveres	2
digo-te	2
quiserem	2
possas	2
exame	2
faremos	2
sarilhos	2
estares	2
deram	2
autorização	2
castelo	2
lavar	2
disposto	2
limpa	2
custa	2
perguntei	2
zero	2
terão	2
digamos	2
impressão	2
assustador	2
piloto	2
princípio	2
larry	2
vírus	2
passeio	2
alice	2
peças	2
dói	2
idéia	2
mundial	2
intenção	2
curso	2
domingo	2
continuo	2
entrei	2
avisar	2
acabaram	2
mataste	2
golpe	2
dean	2
jackson	2
decidiu	2
nota	2
entrevista	2
europa	2
armadilha	2
marcas	2
documentos	2
cansada	2
recentemente	2
trabalhos	2
falam	2
susan	2
detesto	2
karen	2
lucy	2
entretanto	2
morrido	2
árvores	2
trabalhava	2
queijo	2
truque	2
tendo	2
estaremos	2
roubo	2
juntar	2
alan	2
francês	2
ires	2
legendas	2
ajudá-la	2
dura	2
imbecil	2
compreender	2
sozinhos	2
rápida	2
segue	2
new	2
honesto	2
tirou	2
necessidade	2
maravilhosa	2
arthur	2
particular	2
mentiras	2
angeles	2
sede	2
torre	2
artigo	2
pacientes	2
palco	2
gelado	2
maggie	2
sabiam	2
quadro	2
mataram	2
cem	2
directamente	2
conhecê-lo	2
extra	2
carga	2
tento	2
comprei	2
caras	2
liguei	2
lição	2
vigilância	2
chance	2
fila	2
vestir	2
levado	2
claramente	2
escondido	2
parvo	2
sara	2
garota	2
voltamos	2
humanidade	2
superior	2
geral	2
prender	2
pensamos	2
ocupada	2
fantástica	2
grace	2
piscina	2
oferecer	2
federal	2
fronteira	2
óculos	2
ensinar	2
ferida	2
trocar	2
joey	2
maluca	2
mexam-se	2
inútil	2
escadas	2
basicamente	2
jenny	2
esqueças	2
garantir	2
diversão	2
assinar	2
